Id,League,Date,Time,Round,Home,Away,posicao_home,posicao_away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Total_2HT_H,Media_Total_2HT_A,CV_Media_Total_2HT_H,CV_Media_Total_2HT_A,PPJ_H,CV_Pontos_H,PPJ_A,CV_Pontos_A,Media_primeiro_gol_home,Media_primeiro_gol_away,Media_primeiro_gol_home_sofrido,Media_primeiro_gol_away_sofrido,xg_home,xg_away,xg_jogo,Power_home,Power_away,media_movel_chutes_por_gol_H,media_movel_chutes_por_gol_A,media_chutes_home,media_chutes_away,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Home_Win,Porc_Home_Win_HT,Porc_Over25FT_Home,Porc_BTTS_Home,Media_FT_Corners_H_MAR,Media_FT_Corners_H_SFR,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Away_Win,Porc_Away_Win_HT,Porc_Over25FT_Away,Porc_BTTS_Away,Media_FT_Corners_A_MAR,Media_FT_Corners_A_SFR,Diferente_0x0_Home,Diferente_0x0_Away,Diferente_0x1_Home,Diferente_0x1_Away
MqUIEo6L,ALEMANHA - BUNDESLIGA,2024-01-13,11:30,RODADA 17,Augsburg,Leverkusen,11.0,1.0,5.5,4.75,1.5,1.5,2.63,1.62,2.2,1.43,1.5,0.21,0.13,1.43,0.79,2.33,0.44,39.43,20.0,36.0,36.0,1.2,1.99,3.19,3.17,8.2,2.0,2.54,4.25,6.25,85.71,57.14,14.29,28.57,28.57,71.43,100.0,4.2,4.2,100.0,83.33,0.0,66.67,50.0,83.33,66.67,4.8,4.8,100.0,100.0,57.14,66.67
fXlKgpUe,ALEMANHA - BUNDESLIGA,2024-01-13,11:30,RODADA 17,Freiburg,Union Berlin,8.0,15.0,2.1,3.5,3.25,2.05,1.85,1.8,1.95,1.33,1.67,0.2,0.32,1.83,0.72,0.5,2.45,31.67,13.67,17.25,24.83,2.19,1.34,3.53,5.0,4.6,2.17,3.0,5.0,4.5,83.33,66.67,16.67,50.0,50.0,50.0,66.67,6.4,6.4,100.0,50.0,0.0,16.67,33.33,83.33,50.0,4.4,4.4,100.0,100.0,50.0,33.33
lWVAG7y9,ALEMANHA - BUNDESLIGA,2024-01-13,11:30,RODADA 17,Köln,Heidenheim,17.0,9.0,2.0,3.6,3.6,1.73,2.1,1.62,2.2,1.33,1.57,0.41,0.2,0.83,1.4,0.57,1.98,35.25,48.6,34.2,17.33,1.55,1.06,2.61,0.0,-1.33,5.92,2.0,7.25,2.5,66.67,33.33,33.33,16.67,16.67,50.0,66.67,8.0,8.0,100.0,57.14,0.0,14.29,14.29,57.14,57.14,4.6,4.6,83.33,100.0,33.33,71.43
YNmOh4q2,ALEMANHA - BUNDESLIGA,2024-01-13,11:30,RODADA 17,Mainz,Wolfsburg,16.0,10.0,2.15,3.5,3.2,1.84,2.06,1.67,2.1,1.5,1.86,0.25,0.12,0.67,1.82,0.86,1.71,53.25,48.0,47.6,45.0,1.34,1.13,2.47,-0.4,2.5,3.62,5.0,4.0,5.0,50.0,16.67,50.0,16.67,16.67,33.33,50.0,3.75,3.75,57.14,42.86,42.86,28.57,14.29,71.43,57.14,3.6,3.6,100.0,100.0,33.33,57.14
0dzHfQEk,ALEMANHA - BUNDESLIGA,2024-01-13,11:30,RODADA 17,RB Leipzig,Frankfurt,4.0,6.0,1.5,4.33,6.5,1.53,2.5,1.67,2.1,1.57,1.57,0.35,0.15,2.71,0.28,1.29,0.97,23.5,50.17,41.75,32.67,2.53,0.92,3.45,9.67,5.33,2.12,2.67,8.75,4.0,85.71,71.43,14.29,85.71,42.86,85.71,57.14,6.4,6.4,85.71,28.57,14.29,28.57,28.57,71.43,71.43,3.4,3.4,85.71,100.0,57.14,42.86
z7UzyyX2,INGLATERRA - CHAMPIONSHIP,2024-01-13,12:00,RODADA 27,Birmingham,Swansea,20.0,16.0,2.45,3.4,2.8,1.85,2.0,1.67,2.1,1.6,2.0,0.21,0.11,1.7,0.83,0.6,1.61,33.12,30.75,39.12,40.44,1.55,1.18,2.73,3.8,-0.2,1.75,2.38,3.71,2.6,80.0,50.0,20.0,50.0,40.0,70.0,70.0,6.25,6.25,80.0,30.0,20.0,10.0,30.0,60.0,70.0,4.57,4.57,90.0,100.0,70.0,60.0
EcTvzen9,INGLATERRA - CHAMPIONSHIP,2024-01-13,12:00,RODADA 27,Cardiff,Leeds,9.0,4.0,5.25,3.8,1.65,1.7,2.1,1.73,2.0,1.7,1.3,0.15,0.11,1.3,1.15,1.1,1.25,44.0,35.4,37.25,49.75,1.39,1.2,2.59,0.6,0.4,2.87,1.81,5.2,4.33,70.0,30.0,30.0,40.0,20.0,50.0,50.0,5.0,5.0,50.0,30.0,50.0,30.0,20.0,40.0,40.0,5.14,5.14,100.0,90.0,70.0,40.0
jLXNEjF7,INGLATERRA - CHAMPIONSHIP,2024-01-13,12:00,RODADA 27,Huddersfield,Plymouth,21.0,18.0,2.38,3.4,2.9,1.62,2.25,1.5,2.5,1.5,1.3,0.15,0.25,1.1,1.25,0.4,1.29,40.86,43.67,32.88,31.29,1.41,1.62,3.03,5.2,-0.6,2.5,4.0,4.83,4.33,80.0,50.0,20.0,30.0,30.0,70.0,50.0,4.14,4.14,50.0,40.0,50.0,0.0,0.0,60.0,60.0,6.0,6.0,100.0,70.0,50.0,60.0
0jFEyEMK,INGLATERRA - CHAMPIONSHIP,2024-01-13,12:00,RODADA 27,Millwall,Middlesbrough,15.0,12.0,2.63,3.4,2.55,2.05,1.8,1.8,1.91,1.2,2.4,0.15,0.11,1.4,1.02,1.3,1.15,28.0,48.5,45.33,46.67,1.41,1.26,2.67,6.1,2.1,3.67,3.15,4.33,4.83,80.0,20.0,20.0,40.0,40.0,50.0,30.0,5.86,5.86,60.0,20.0,40.0,40.0,10.0,80.0,70.0,6.43,6.43,100.0,100.0,40.0,40.0
vsEIzYyR,INGLATERRA - CHAMPIONSHIP,2024-01-13,12:00,RODADA 27,Preston,Bristol City,14.0,11.0,2.2,3.5,3.1,2.05,1.8,1.8,1.91,2.0,1.2,0.11,0.32,1.7,0.83,0.9,1.33,36.78,55.17,47.6,38.62,1.3,1.18,2.48,4.0,-0.8,1.92,2.0,3.5,1.6,70.0,40.0,30.0,50.0,10.0,80.0,90.0,5.29,5.29,60.0,20.0,40.0,20.0,10.0,30.0,50.0,3.43,3.43,100.0,90.0,70.0,30.0
dM0pWipr,INGLATERRA - CHAMPIONSHIP,2024-01-13,12:00,RODADA 27,Rotherham,Stoke,24.0,19.0,3.5,3.6,2.0,1.83,2.03,1.67,2.1,1.6,0.9,0.11,0.18,1.1,1.0,1.0,1.15,46.33,24.0,38.25,33.25,1.3,1.13,2.43,1.8,-0.1,1.67,2.0,2.67,2.8,60.0,30.0,40.0,20.0,10.0,40.0,70.0,4.71,4.71,90.0,60.0,10.0,20.0,20.0,30.0,50.0,5.0,5.0,100.0,90.0,30.0,30.0
AP4lVBal,INGLATERRA - CHAMPIONSHIP,2024-01-13,12:00,RODADA 27,Southampton,Sheffield Wednesday,3.0,22.0,1.55,4.33,5.25,1.88,1.98,1.91,1.8,2.0,1.7,0.2,0.32,2.2,0.6,0.3,3.16,27.78,55.8,40.43,42.56,2.5,0.49,2.99,6.0,-0.7,3.67,1.5,6.4,1.83,80.0,40.0,20.0,70.0,40.0,80.0,60.0,6.71,6.71,60.0,40.0,40.0,10.0,0.0,60.0,40.0,5.86,5.86,100.0,100.0,60.0,50.0
WvgcTkU0,INGLATERRA - CHAMPIONSHIP,2024-01-13,12:00,RODADA 27,West Bromwich,Blackburn,5.0,17.0,1.8,3.6,4.33,1.9,1.95,1.8,1.91,1.3,2.0,0.28,0.08,2.4,0.4,1.6,0.94,27.0,29.86,39.0,39.57,1.7,0.85,2.55,7.1,1.3,1.67,2.26,3.14,4.57,60.0,30.0,40.0,70.0,40.0,30.0,40.0,5.62,5.62,80.0,40.0,20.0,50.0,30.0,80.0,40.0,4.88,4.88,80.0,100.0,30.0,50.0
6iSAnV3B,INGLATERRA - LEAGUE ONE (3ª DIVISÃO),2024-01-13,12:00,RODADA 28,Barnsley,Bristol Rovers,6.0,10.0,1.83,3.5,4.33,1.75,2.05,1.7,2.05,2.0,1.8,0.21,0.16,1.7,0.83,1.3,1.15,38.6,49.33,27.83,50.25,2.19,1.1,3.29,3.5,-0.6,3.4,3.6,6.0,4.17,80.0,50.0,20.0,50.0,40.0,70.0,60.0,5.5,5.5,60.0,30.0,40.0,40.0,20.0,60.0,70.0,3.5,3.5,100.0,100.0,30.0,60.0
G8l55yQ0,ITÁLIA - SERIE B,2024-01-13,12:15,RODADA 20,Pisa,Reggiana,13.0,12.0,1.95,3.25,4.2,2.35,1.57,2.05,1.7,1.0,1.62,0.2,0.22,1.25,0.93,1.38,1.02,38.71,32.6,39.67,31.83,1.2,1.55,2.75,1.43,3.14,2.6,2.5,3.2,4.0,87.5,12.5,12.5,25.0,37.5,37.5,75.0,5.17,5.17,75.0,25.0,25.0,37.5,12.5,62.5,50.0,3.0,3.0,87.5,87.5,12.5,50.0
4d5qeYGh,ESPANHA - LALIGA2,2024-01-13,12:15,RODADA 22,Levante,Albacete,8.0,16.0,2.4,3.25,2.9,2.25,1.62,2.0,1.73,1.67,1.89,0.12,0.45,1.67,0.79,0.56,1.82,34.44,49.8,32.0,30.89,1.9,0.94,2.84,3.88,-0.38,3.53,3.0,5.17,3.4,66.67,66.67,33.33,44.44,44.44,66.67,88.89,4.71,4.71,88.89,33.33,11.11,11.11,11.11,44.44,55.56,5.29,5.29,100.0,100.0,55.56,22.22
SzvjFznB,PAÍSES BAIXOS - EREDIVISIE,2024-01-13,12:30,RODADA 17,Sittard,Sparta Rotterdam,10.0,7.0,2.45,3.2,3.0,1.95,1.9,1.67,2.1,1.29,1.29,0.14,0.14,2.29,0.55,1.43,1.06,32.2,39.0,48.4,38.8,1.55,1.3,2.85,7.17,0.5,3.58,3.5,5.5,4.5,71.43,42.86,28.57,71.43,42.86,71.43,57.14,7.0,7.0,57.14,42.86,42.86,42.86,28.57,57.14,57.14,4.6,4.6,85.71,85.71,71.43,42.86
SWDGCtVK,FRANÇA - LIGUE 1,2024-01-13,13:00,RODADA 18,Monaco,Reims,3.0,8.0,1.75,3.8,4.33,1.6,2.3,1.62,2.2,1.0,1.62,0.0,0.11,2.14,0.68,1.0,1.31,22.2,40.71,59.67,37.43,1.59,0.77,2.36,3.0,2.14,3.21,3.0,6.4,3.6,71.43,42.86,28.57,71.43,57.14,42.86,14.29,6.0,6.0,62.5,50.0,37.5,25.0,12.5,62.5,75.0,5.67,5.67,100.0,100.0,42.86,62.5
vLOND5LR,ALEMANHA - BUNDESLIGA,2024-01-13,14:30,RODADA 17,Darmstadt,Dortmund,18.0,5.0,5.0,4.5,1.57,1.44,2.75,1.53,2.38,1.57,1.17,0.28,0.24,0.71,1.56,1.5,0.82,22.0,26.83,45.83,37.83,1.18,1.9,3.08,0.83,3.2,2.73,2.06,5.0,4.67,57.14,57.14,42.86,14.29,28.57,57.14,57.14,5.0,5.0,100.0,66.67,0.0,33.33,33.33,50.0,100.0,4.0,4.0,85.71,100.0,57.14,33.33
0YaxdK9g,INGLATERRA - PREMIER LEAGUE,2024-01-13,14:30,RODADA 21,Newcastle,Manchester City,9.0,3.0,5.0,4.0,1.65,1.65,2.2,1.67,2.1,1.89,2.22,0.16,0.22,2.33,0.57,2.11,0.65,34.56,39.86,40.0,54.86,1.91,1.9,3.81,0.62,6.0,3.27,3.88,6.4,8.6,55.56,44.44,44.44,77.78,33.33,66.67,44.44,4.83,4.83,66.67,22.22,33.33,66.67,22.22,77.78,55.56,7.83,7.83,100.0,100.0,22.22,33.33
Ia9mfhWb,ESPANHA - LALIGA2,2024-01-13,14:30,RODADA 22,R. Oviedo,Amorebieta,10.0,21.0,1.53,4.0,6.5,2.35,1.57,2.5,1.5,1.33,1.89,0.2,0.12,2.0,0.61,0.22,1.98,54.0,41.4,34.0,43.67,1.98,0.98,2.96,2.25,-1.75,3.33,2.5,3.0,2.67,55.56,11.11,44.44,55.56,11.11,33.33,44.44,5.43,5.43,77.78,33.33,22.22,0.0,33.33,55.56,55.56,5.0,5.0,88.89,100.0,33.33,44.44
CM8igCo5,ESPANHA - LALIGA2,2024-01-13,14:30,RODADA 22,Tenerife,Elche,9.0,12.0,2.15,3.2,3.5,2.6,1.48,2.2,1.62,0.78,1.0,0.78,0.22,2.11,0.65,1.0,1.22,40.33,36.14,56.33,32.43,0.8,0.63,1.43,4.38,1.75,3.0,2.8,3.86,2.5,44.44,11.11,55.56,66.67,33.33,11.11,11.11,5.75,5.75,88.89,33.33,11.11,22.22,33.33,22.22,55.56,3.86,3.86,88.89,100.0,33.33,44.44
McwfEf1H,PAÍSES BAIXOS - EREDIVISIE,2024-01-13,14:45,RODADA 17,Twente,Alkmaar,3.0,4.0,2.2,3.4,3.25,1.93,1.93,1.67,2.1,2.14,1.67,0.32,0.1,2.29,0.55,1.83,0.72,27.0,52.0,42.5,55.4,1.34,1.3,2.64,6.17,3.6,2.88,2.96,5.5,5.5,100.0,42.86,0.0,71.43,57.14,85.71,71.43,6.0,6.0,66.67,0.0,33.33,50.0,33.33,33.33,66.67,6.0,6.0,100.0,100.0,85.71,16.67
YZ5NdSVq,PAÍSES BAIXOS - EREDIVISIE,2024-01-13,16:00,RODADA 17,Zwolle,Heerenveen,11.0,9.0,2.63,3.5,2.5,1.7,2.1,1.57,2.25,1.71,2.0,0.2,0.08,0.57,1.98,0.86,1.71,56.0,41.8,29.0,17.83,1.39,1.62,3.01,-2.33,4.0,7.0,2.12,5.6,3.2,85.71,14.29,14.29,14.29,14.29,57.14,57.14,5.0,5.0,85.71,57.14,14.29,28.57,0.0,71.43,57.14,5.17,5.17,100.0,100.0,28.57,57.14
K6A8E208,FRANÇA - LIGUE 1,2024-01-13,17:00,RODADA 18,Rennes,Nice,10.0,2.0,2.55,3.25,2.8,2.15,1.67,1.91,1.91,2.25,1.14,0.1,0.48,1.38,1.02,1.57,0.89,37.14,55.8,41.75,34.0,1.7,1.3,3.0,5.43,3.33,2.89,5.42,7.0,6.75,75.0,62.5,25.0,37.5,12.5,87.5,87.5,4.14,4.14,57.14,28.57,42.86,42.86,14.29,28.57,42.86,5.0,5.0,100.0,85.71,75.0,57.14
ERtRxi1O,ESPANHA - LALIGA2,2024-01-13,17:00,RODADA 22,Burgos,Valladolid,11.0,4.0,2.55,3.0,2.9,2.35,1.57,1.91,1.8,1.33,0.78,0.41,0.39,2.33,0.43,1.33,1.19,36.57,41.6,30.67,21.67,1.2,0.49,1.69,4.25,5.12,3.26,3.5,4.83,3.2,55.56,33.33,44.44,66.67,33.33,33.33,33.33,4.5,4.5,77.78,22.22,22.22,44.44,22.22,22.22,22.22,3.43,3.43,77.78,100.0,22.22,55.56
jD7ehW0B,ESPANHA - LALIGA2,2024-01-13,17:00,RODADA 22,Ferrol,Espanyol,2.0,5.0,2.5,3.2,2.88,2.2,1.65,1.83,1.83,2.11,1.22,0.23,0.12,2.11,0.5,1.33,0.99,48.33,41.71,51.5,49.29,1.13,0.89,2.02,4.0,2.12,3.83,3.1,4.5,4.5,66.67,11.11,33.33,55.56,33.33,33.33,66.67,5.71,5.71,66.67,22.22,33.33,33.33,33.33,22.22,55.56,5.14,5.14,100.0,100.0,33.33,33.33
GbeSenoj,PAÍSES BAIXOS - EREDIVISIE,2024-01-13,17:00,RODADA 17,PSV,Excelsior,1.0,12.0,1.07,9.5,29.0,1.2,4.33,2.05,1.7,2.14,2.57,0.16,0.16,3.0,0.0,1.29,0.97,25.71,31.33,50.0,45.2,2.62,1.15,3.77,9.0,5.0,2.84,1.94,9.0,4.5,100.0,42.86,0.0,100.0,85.71,71.43,28.57,8.0,8.0,71.43,42.86,28.57,28.57,42.86,85.71,71.43,3.4,3.4,100.0,85.71,28.57,85.71
6sFGHxOa,MÉXICO - LIGA MX,2024-01-13,22:00,ENCERRAMENTO ,Cruz Azul,Pachuca,3.0,8.0,2.2,3.3,3.2,1.95,1.9,1.7,2.05,1.57,1.75,0.15,0.1,0.57,1.98,1.38,1.02,30.67,48.0,23.83,34.8,1.18,1.61,2.79,0.67,3.43,4.7,3.83,6.17,3.71,100.0,57.14,0.0,14.29,42.86,71.43,71.43,6.71,6.71,75.0,25.0,25.0,37.5,12.5,50.0,25.0,3.88,3.88,100.0,87.5,42.86,37.5
04EKGdw6,MÉXICO - LIGA MX,2024-01-13,22:00,ENCERRAMENTO ,Guadalajara,Santos Laguna,6.0,1.0,2.1,3.4,3.5,1.7,2.1,1.62,2.2,1.11,1.75,0.26,0.16,2.11,0.65,0.88,1.55,53.25,27.14,33.75,14.71,1.83,1.33,3.16,2.38,0.0,3.32,3.53,5.12,6.4,66.67,44.44,33.33,66.67,33.33,44.44,44.44,6.62,6.62,100.0,75.0,0.0,25.0,12.5,87.5,75.0,6.0,6.0,88.89,100.0,22.22,87.5
CrM7Jbgm,MÉXICO - LIGA MX,2024-01-14,00:00,ENCERRAMENTO ,Monterrey,Puebla,2.0,11.0,1.44,4.5,6.5,1.6,2.3,1.8,1.95,1.38,1.11,0.12,0.11,2.38,0.5,1.33,0.99,23.12,17.17,49.0,47.0,1.88,0.89,2.77,5.71,3.38,2.39,3.3,4.83,4.29,100.0,50.0,0.0,75.0,87.5,75.0,62.5,6.0,6.0,77.78,66.67,22.22,33.33,33.33,55.56,66.67,3.5,3.5,100.0,100.0,37.5,11.11
veDOFGhC,MÉXICO - LIGA MX,2024-01-14,00:00,ENCERRAMENTO ,Tijuana,Club America,15.0,10.0,4.5,3.6,1.8,1.7,2.1,1.7,2.05,2.0,1.22,0.15,0.28,2.0,0.71,2.33,0.43,34.62,28.0,44.43,39.8,1.2,1.4,2.6,3.86,5.25,2.66,2.36,5.71,4.5,100.0,62.5,0.0,62.5,50.0,75.0,87.5,6.75,6.75,77.78,33.33,22.22,66.67,55.56,55.56,55.56,4.43,4.43,100.0,88.89,75.0,44.44
fkfWf60d,PAÍSES BAIXOS - EREDIVISIE,2024-01-14,08:15,RODADA 17,FC Volendam,Almere City,17.0,14.0,2.45,3.5,2.7,1.67,2.15,1.57,2.25,2.5,1.71,0.15,0.24,0.67,1.82,0.71,1.56,37.75,45.0,42.4,31.17,1.61,1.26,2.87,-1.4,0.83,4.0,2.5,4.25,3.0,50.0,16.67,50.0,16.67,16.67,66.67,50.0,3.6,3.6,85.71,42.86,14.29,14.29,28.57,71.43,71.43,4.2,4.2,100.0,85.71,50.0,42.86
6NCKB0pR,FRANÇA - LIGUE 1,2024-01-14,09:00,RODADA 18,Lille,Lorient,5.0,17.0,1.4,5.0,7.5,1.7,2.1,2.0,1.75,0.86,2.0,0.48,0.25,2.0,0.65,0.43,1.25,45.43,37.33,47.67,46.5,1.77,0.98,2.75,4.33,-3.5,4.25,2.0,5.25,3.5,71.43,28.57,28.57,57.14,57.14,14.29,42.86,6.0,6.0,42.86,42.86,57.14,0.0,0.0,57.14,42.86,2.8,2.8,100.0,85.71,0.0,28.57
f9Mc8CRk,ESPANHA - LALIGA2,2024-01-14,10:00,RODADA 22,Andorra,Leganés,18.0,1.0,2.2,3.1,3.25,2.5,1.5,2.2,1.62,1.56,0.89,0.27,0.42,1.56,0.92,1.56,0.92,70.17,44.67,51.0,30.0,0.92,0.77,1.69,4.62,5.38,1.39,2.17,2.67,3.17,22.22,11.11,77.78,44.44,0.0,22.22,33.33,5.29,5.29,66.67,0.0,33.33,44.44,22.22,11.11,22.22,4.29,4.29,88.89,100.0,33.33,44.44
0nsII9h3,PAÍSES BAIXOS - EREDIVISIE,2024-01-14,10:30,RODADA 17,G.A. Eagles,Ajax,6.0,5.0,4.0,3.8,1.83,1.48,2.6,1.5,2.5,2.14,2.57,0.2,0.12,2.14,0.68,1.29,0.97,33.5,44.5,38.6,48.33,2.88,1.33,4.21,8.0,2.5,2.58,2.67,9.8,5.0,100.0,71.43,0.0,71.43,71.43,85.71,57.14,5.6,5.6,57.14,42.86,42.86,28.57,14.29,85.71,85.71,7.4,7.4,100.0,85.71,57.14,71.43
MerEJkwc,PAÍSES BAIXOS - EREDIVISIE,2024-01-14,10:30,RODADA 17,Vitesse,Utrecht,18.0,13.0,2.9,3.6,2.2,1.8,2.05,1.67,2.1,1.5,1.0,0.09,0.24,0.67,1.82,1.29,1.25,14.33,6.67,40.25,51.33,1.13,1.26,2.39,-1.2,3.5,,,3.25,3.0,66.67,16.67,33.33,16.67,33.33,33.33,33.33,5.4,5.4,71.43,57.14,28.57,42.86,28.57,42.86,28.57,3.67,3.67,83.33,100.0,33.33,14.29
466Tctus,INGLATERRA - PREMIER LEAGUE,2024-01-14,11:00,RODADA 21,Everton,Aston Villa,17.0,2.0,2.55,3.25,2.7,1.73,2.08,1.62,2.2,1.67,1.78,0.15,0.1,1.11,1.31,1.22,1.14,35.4,43.14,61.5,25.38,0.63,1.7,2.33,-1.75,2.38,3.33,5.67,5.8,4.6,44.44,11.11,55.56,33.33,33.33,44.44,22.22,5.83,5.83,77.78,55.56,22.22,33.33,11.11,66.67,66.67,7.0,7.0,100.0,100.0,44.44,44.44
QsOe3xh7,FRANÇA - LIGUE 1,2024-01-14,11:00,RODADA 18,Brest,Montpellier,4.0,12.0,1.8,3.75,4.33,1.95,1.95,1.8,1.95,0.86,1.43,0.22,0.11,2.14,0.5,1.43,1.06,51.33,23.5,39.33,30.6,1.79,1.06,2.85,9.0,4.17,5.22,2.22,5.75,5.2,71.43,42.86,28.57,57.14,42.86,42.86,42.86,6.5,6.5,100.0,28.57,0.0,42.86,57.14,57.14,28.57,3.2,3.2,85.71,100.0,14.29,42.86
bLia4Ix1,FRANÇA - LIGUE 1,2024-01-14,11:00,RODADA 18,Metz,Toulouse,14.0,16.0,2.9,3.25,2.45,2.08,1.73,1.8,1.95,1.14,1.12,0.11,0.09,0.71,1.56,0.75,1.38,25.0,46.75,32.0,44.14,1.1,0.85,1.95,0.83,-0.14,2.25,2.5,3.25,2.8,71.43,28.57,28.57,14.29,14.29,42.86,42.86,2.4,2.4,62.5,25.0,37.5,12.5,12.5,37.5,50.0,3.0,3.0,100.0,87.5,100.0,12.5
Q7gi6v8l,FRANÇA - LIGUE 1,2024-01-14,11:00,RODADA 18,Nantes,Clermont,13.0,18.0,1.95,3.5,3.8,2.08,1.73,1.95,1.8,1.88,1.0,0.32,0.15,1.38,1.02,0.71,1.56,28.0,32.0,37.17,23.17,1.99,1.41,3.4,5.43,0.33,2.26,2.33,4.5,4.0,75.0,37.5,25.0,37.5,50.0,37.5,50.0,4.67,4.67,85.71,71.43,14.29,14.29,14.29,71.43,57.14,6.8,6.8,100.0,85.71,50.0,42.86
rgVEFRjF,ALEMANHA - BUNDESLIGA,2024-01-14,11:30,RODADA 17,Bochum,Bremen,14.0,13.0,2.15,3.6,3.1,1.67,2.2,1.57,2.25,1.67,2.33,0.13,0.07,1.67,0.62,0.33,1.55,32.83,33.25,53.8,29.33,1.88,1.1,2.98,2.8,-1.6,6.0,2.33,6.67,3.75,83.33,16.67,16.67,33.33,83.33,50.0,83.33,5.25,5.25,83.33,66.67,16.67,0.0,0.0,66.67,66.67,2.75,2.75,100.0,100.0,33.33,66.67
CzrE3FfD,ITÁLIA - SERIE B,2024-01-14,12:15,RODADA 20,Venezia,Sampdoria,2.0,10.0,2.05,3.3,3.6,2.1,1.7,1.95,1.8,1.89,1.25,0.31,0.12,1.89,0.72,1.5,0.87,37.44,42.57,31.29,56.86,1.2,1.59,2.79,2.12,1.71,2.33,3.5,3.8,4.4,77.78,55.56,22.22,55.56,44.44,77.78,77.78,5.67,5.67,87.5,12.5,12.5,37.5,50.0,37.5,75.0,2.5,2.5,100.0,100.0,55.56,25.0
hIuVyBGU,ESPANHA - LALIGA2,2024-01-14,12:15,RODADA 22,Cartagena,Villarreal B,22.0,17.0,2.15,3.5,3.25,2.0,1.85,1.8,1.91,1.33,1.89,0.17,0.11,0.44,2.28,0.67,1.5,42.0,40.8,30.62,45.75,1.13,1.41,2.54,0.5,-1.25,4.0,1.38,3.17,2.5,77.78,22.22,22.22,11.11,11.11,55.56,44.44,4.86,4.86,55.56,11.11,44.44,11.11,33.33,33.33,44.44,1.88,1.88,100.0,100.0,55.56,44.44
8l20ijGH,ESPANHA - LALIGA2,2024-01-14,12:15,RODADA 22,Sporting Gijón,Huesca,3.0,19.0,1.8,3.4,4.75,2.5,1.5,2.25,1.57,1.11,0.78,0.23,0.11,2.11,0.5,1.22,1.14,37.88,31.83,44.4,53.5,1.26,1.06,2.32,8.0,6.0,2.27,2.0,5.0,2.5,77.78,33.33,22.22,55.56,44.44,44.44,55.56,6.14,6.14,66.67,33.33,33.33,33.33,33.33,11.11,33.33,3.29,3.29,88.89,100.0,33.33,44.44
rBWMHT79,PAÍSES BAIXOS - EREDIVISIE,2024-01-14,12:45,RODADA 17,Feyenoord,Nijmegen,2.0,8.0,1.14,7.5,17.0,1.33,3.4,2.0,1.75,2.0,2.33,0.23,0.3,2.29,0.55,1.0,1.1,23.5,43.0,52.5,50.5,2.73,0.8,3.53,9.17,-1.8,2.17,4.33,10.25,3.25,71.43,57.14,28.57,71.43,57.14,71.43,57.14,6.6,6.6,83.33,33.33,16.67,16.67,33.33,66.67,83.33,3.4,3.4,85.71,100.0,42.86,33.33
KUhe5bNf,FRANÇA - LIGUE 1,2024-01-14,13:05,RODADA 18,Le Havre,Lyon,11.0,15.0,3.2,3.3,2.25,2.05,1.75,1.8,1.95,1.29,1.57,0.22,0.12,1.14,1.18,0.86,1.71,36.67,63.75,45.25,48.4,0.98,0.77,1.75,1.17,2.0,4.5,,4.5,5.33,57.14,14.29,42.86,28.57,14.29,42.86,28.57,4.2,4.2,42.86,28.57,57.14,28.57,0.0,42.86,28.57,5.25,5.25,71.43,100.0,42.86,57.14
zTR6HmM2,ALEMANHA - BUNDESLIGA,2024-01-14,13:30,RODADA 17,Monchengladbach,Stuttgart,12.0,3.0,3.5,4.0,1.85,1.5,2.63,1.5,2.5,1.86,2.5,0.1,0.1,1.14,1.18,1.5,1.1,34.2,27.0,40.33,43.6,1.79,1.7,3.49,0.33,-0.8,3.75,2.22,3.75,4.0,71.43,57.14,28.57,28.57,28.57,85.71,57.14,7.0,7.0,66.67,16.67,33.33,50.0,50.0,83.33,50.0,3.6,3.6,100.0,100.0,71.43,33.33
rc5Xd0fm,INGLATERRA - PREMIER LEAGUE,2024-01-14,13:30,RODADA 21,Manchester Utd,Tottenham,7.0,5.0,2.1,3.75,3.1,1.48,2.6,1.4,2.75,1.89,1.89,0.09,0.34,2.0,0.75,2.0,0.61,56.14,27.22,20.71,40.83,1.26,2.0,3.26,4.25,5.88,3.5,2.53,5.4,5.5,77.78,33.33,22.22,66.67,0.0,77.78,55.56,8.67,8.67,77.78,44.44,22.22,55.56,44.44,66.67,66.67,3.86,3.86,100.0,100.0,66.67,88.89
f7BCII8g,MÉXICO - LIGA MX,2024-01-14,15:00,ENCERRAMENTO ,U.N.A.M.,Juarez,13.0,17.0,1.53,4.2,5.75,1.7,2.1,1.8,1.95,1.22,1.5,0.18,0.17,1.89,0.72,0.88,1.55,28.33,41.67,54.25,18.88,1.41,1.13,2.54,2.12,-1.43,3.06,2.25,5.83,3.33,66.67,33.33,33.33,55.56,44.44,44.44,22.22,7.43,7.43,100.0,62.5,0.0,25.0,0.0,62.5,75.0,3.62,3.62,88.89,100.0,33.33,50.0
