League,Date,Time,Round,Home,Away,Class_Home,Class_Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,p_H,p_D,p_A,CV_HDA,P_expt_H,P_expt_A,Media_GM_H_6j,Media_GS_H_6j,Media_Total_1HT_H,CV_Media_Total_1HT_H,Media_Total_2HT_H,CV_Media_Total_2HT_H,Media_primeiro_gol_home,Media_primeiro_gol_home_sofrido,Porc_Marcou_Primeiro_Golo_H,Porc_Sofreu_Primeiro_Golo_H,Porc_Marcou_Primeiro_Golo_H_1P,Porc_Sofreu_Primeiro_Golo_H_1P,media_movel_chutes_por_gol_H,media_chutes_home,PPJ_H,CV_Pontos_H,Power_home,Media_CG_H,CV_CG_H,Media_VG_H,CV_VG_H,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Home_Win,Porc_Over15FT_Home,Porc_Over25FT_Home,Porc_BTTS_Home,Media_FT_Corners_H_MAR,Media_FT_Corners_H_SFR,media_movel_media_cartoes_amarelos_H,media_movel_media_cartoes_vermelhos_H,0x0_H,1x0_H,1x1_H,0x1_H,2x0_H,2x1_H,2x2_H,0x2_H,1x2_H,3x0_H,3x1_H,3x2_H,3x3_H,0x3_H,1x3_H,2x3_H,Goleada_H,Outro_Empate_H,Media_GM_A_6,Media_GS_A_6,Media_Total_1HT_A,CV_Media_Total_1HT_A,Media_Total_2HT_A,CV_Media_Total_2HT_A,Media_primeiro_gol_away,Media_primeiro_gol_away_sofrido,Porc_Marcou_Primeiro_Golo_A,Porc_Sofreu_Primeiro_Golo_A,Porc_Marcou_Primeiro_Golo_A_1P,Porc_Sofreu_Primeiro_Golo_A_1P,media_movel_chutes_por_gol_A,media_chutes_away,PPJ_A,CV_Pontos_A,Power_away,Media_CG_A,CV_CG_A,Media_VG_A,CV_VG_A,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Away_Win,Porc_Over15FT_Away,Porc_Over25FT_Away,Porc_BTTS_Away,Media_FT_Corners_A_MAR,Media_FT_Corners_A_SFR,media_movel_media_cartoes_amarelos_A,media_movel_media_cartoes_vermelhos_A,0x0_A,1x0_A,1x1_A,0x1_A,2x0_A,2x1_A,2x2_A,0x2_A,1x2_A,3x0_A,3x1_A,3x2_A,3x3_A,0x3_A,1x3_A,2x3_A,Goleada_A,Outro_Empate_A
TURQUIA - SUPER LIGA,2023-12-20,15:00,RONDA 17,Kayserispor,Fenerbahce,3,1,6.373908058528063,4.947220103398593,1.5601192027315065,1.26,3.64,1.13,4.9,1.47,2.42,2.35,1.67,1.64,2.2,0.15688961792632627,0.20213371936151167,0.640976662712162,0.6549583380435914,0.6728025731404905,2.125063707497998,1.33,0.33,0.67,0.37,0.83,0.16,29.25,46.0,0.0,66.67,0.0,16.67,2.58,3.83,2.33,0.09,5.36,3.18,0.84,0.41,0.84,50.0,16.67,50.0,66.67,50.0,33.33,33.33,5.33,5.0,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.17,1.0,0.67,0.34,0.09,0.09,53.33,51.33,0.0,50.0,0.0,50.0,2.42,4.5,2.67,0.09,6.47,4.08,0.33,0.48,0.36,83.33,16.67,16.67,83.33,100.0,83.33,100.0,5.5,4.17,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0
TURQUIA - SUPER LIGA,2023-12-20,18:00,RONDA 17,Antalyaspor,Kasimpasa,7,9,1.8666666666666665,4.1641025641025635,4.461538461538461,1.31,3.28,1.17,4.15,1.71,2.27,2.51,1.44,1.63,2.22,0.5357142857142858,0.24014778325123157,0.2241379310344828,0.42976237334345485,1.847290640394089,0.9125615763546799,1.17,0.83,0.67,0.29,1.0,0.27,29.0,45.67,16.67,66.67,16.67,16.67,2.62,4.67,1.83,0.17,3.5,2.75,1.0,0.34,1.01,66.67,33.33,33.33,50.0,66.67,16.67,33.33,4.83,4.83,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,1.33,1.5,0.67,0.51,0.18,0.18,38.75,39.25,16.67,0.0,16.67,0.0,3.25,3.33,1.33,0.17,1.72,6.29,0.83,0.67,0.85,50.0,33.33,50.0,33.33,66.67,50.0,50.0,4.67,5.0,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0
TURQUIA - SUPER LIGA,2023-12-20,18:00,RONDA 17,Galatasaray,Karagumruk,2,13,1.2851542972798322,7.2071452991452984,12.029044222539229,1.21,4.15,1.09,5.8,1.36,2.79,2.06,1.85,1.81,1.95,0.778116683822797,0.13875119183716067,0.08313212434004241,0.9459837477096116,2.4731012433055515,0.3881475648572879,2.67,0.83,1.33,0.17,2.17,0.19,30.33,54.25,33.33,16.67,33.33,16.67,3.33,8.0,3.0,0.06,9.0,3.9,0.32,0.34,0.37,83.33,33.33,16.67,100.0,100.0,83.33,66.67,6.83,3.0,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,1.17,0.5,1.39,0.19,0.19,54.4,49.2,16.67,50.0,16.67,50.0,2.6,2.83,0.83,0.5,0.53,4.87,0.69,0.51,0.62,83.33,16.67,16.67,16.67,83.33,33.33,66.67,5.0,2.83,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,20.0,0.0
FRANÇA - LIGA 1,2023-12-20,21:00,RONDA 17,Clermont,Rennes,18,13,3.4705882352941178,3.5757575757575757,2.3137254901960786,1.44,2.63,1.33,3.4,2.05,1.75,3.75,1.29,1.8,1.95,0.288135593220339,0.2796610169491526,0.43220338983050843,0.20999172361633667,1.1440677966101696,1.5762711864406778,1.5,1.17,0.83,0.29,0.83,0.08,33.2,26.5,16.67,16.67,16.67,16.67,2.8,5.33,2.5,0.22,3.42,4.03,0.58,0.48,0.61,100.0,50.0,0.0,83.33,83.33,66.67,50.0,6.17,3.67,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.5,0.67,1.0,0.35,0.29,0.29,39.5,29.67,66.67,16.67,50.0,16.67,2.98,4.67,1.5,0.09,3.75,2.86,0.89,0.29,0.75,50.0,33.33,50.0,33.33,66.67,50.0,50.0,4.33,5.0,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
FRANÇA - LIGA 1,2023-12-20,21:00,RONDA 17,Lyon,Nantes,16,11,1.7567924044136514,4.5550365934797075,4.733871748420019,1.33,3.25,1.22,4.33,1.7,2.1,2.75,1.44,1.75,2.0,0.5692192187805826,0.21953720447195677,0.21124357674746064,0.5004926130132156,1.9271948608137046,0.8532679347143387,1.5,2.17,0.83,0.21,1.33,0.33,43.6,12.5,33.33,50.0,16.67,16.67,4.47,6.33,0.83,0.37,-0.25,3.34,0.63,0.4,0.62,83.33,83.33,16.67,16.67,83.33,83.33,66.67,6.5,2.33,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,0.83,2.17,0.33,0.49,0.27,0.27,38.75,38.4,33.33,16.67,33.33,16.67,3.62,3.83,1.0,0.34,-1.97,3.17,0.82,0.37,0.83,50.0,33.33,50.0,33.33,83.33,66.67,50.0,4.83,4.67,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANÇA - LIGA 1,2023-12-20,21:00,RONDA 17,Montpellier,Marseille,12,6,3.602981029810298,3.8149210903873745,2.1723856209150325,1.33,3.25,1.25,4.0,1.75,2.05,3.0,1.4,1.67,2.1,0.2775479503572772,0.2621286197818729,0.46032342986084995,0.27004780022321295,1.0947724708537045,1.6430989093644228,1.17,1.33,0.33,0.52,1.5,0.16,41.75,11.0,33.33,16.67,33.33,16.67,3.12,4.0,1.0,0.31,0.64,2.34,0.86,0.28,0.85,66.67,16.67,33.33,16.67,66.67,66.67,50.0,4.67,3.83,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.67,1.83,0.67,0.19,0.2,0.2,10.67,38.33,50.0,50.0,50.0,33.33,4.67,3.17,0.33,0.77,-2.67,1.56,1.3,0.2,1.4,66.67,66.67,33.33,0.0,66.67,33.33,50.0,5.67,4.5,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
FRANÇA - LIGA 1,2023-12-20,21:00,RONDA 17,Nice,Lens,2,7,2.4157196969696972,3.361001317523057,3.4660326086956523,1.5,2.5,1.4,3.0,2.25,1.62,4.33,1.22,1.95,1.8,0.4139553116424931,0.2975303802430419,0.2885143081144649,0.1713811529139462,1.5393963151705212,1.1630733045864365,1.17,1.17,0.67,0.34,1.0,0.24,43.25,42.4,50.0,16.67,33.33,16.67,2.5,5.0,1.33,0.37,1.75,2.76,1.02,0.36,1.14,66.67,33.33,33.33,33.33,83.33,50.0,66.67,6.5,3.5,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,1.83,1.33,1.17,0.13,0.2,0.2,29.0,38.25,50.0,16.67,33.33,16.67,3.28,5.0,2.0,0.26,3.56,4.31,0.39,0.52,0.45,100.0,50.0,0.0,66.67,66.67,66.67,66.67,5.5,4.5,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0
FRANÇA - LIGA 1,2023-12-20,21:00,RONDA 17,PSG,Metz,1,14,1.2095588235294117,8.488132094943241,18.037280701754387,1.2,4.33,1.11,6.5,1.36,3.1,1.91,1.91,2.05,1.7,0.8267477203647416,0.11781155015197567,0.05544072948328267,1.0494737190084569,2.5980547112462005,0.28413373860182367,3.33,1.0,1.5,0.08,2.5,0.12,20.0,44.33,33.33,33.33,33.33,16.67,1.99,6.67,2.5,0.15,7.08,5.05,0.3,0.48,0.41,100.0,66.67,0.0,83.33,100.0,100.0,50.0,4.83,4.83,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,50.0,0.0,0.83,1.83,0.5,0.46,0.08,0.08,41.6,44.25,50.0,33.33,33.33,33.33,3.8,3.67,1.17,0.28,0.44,5.18,0.54,0.5,0.47,66.67,50.0,33.33,33.33,66.67,50.0,50.0,4.0,7.0,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,30.0,0.0
FRANÇA - LIGA 1,2023-12-20,21:00,RONDA 17,Reims,Le Havre,8,10,1.782894736842105,4.195046439628483,4.981617647058823,1.36,3.0,1.29,3.75,1.95,1.95,3.4,1.33,1.91,1.91,0.5608856088560886,0.23837638376383766,0.2007380073800738,0.4849073545486153,1.9210332103321037,0.8405904059040591,1.17,1.33,0.5,0.27,1.67,0.22,44.4,31.67,0.0,33.33,0.0,0.0,3.9,4.83,1.5,0.19,1.28,2.43,0.56,0.3,0.57,83.33,0.0,16.67,50.0,83.33,50.0,33.33,5.67,6.0,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.67,1.0,0.17,0.98,0.15,0.15,61.5,25.67,16.67,16.67,16.67,16.67,2.5,2.0,1.17,0.37,1.03,3.53,1.46,0.37,1.43,33.33,33.33,66.67,16.67,50.0,50.0,33.33,3.83,5.67,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANÇA - LIGA 1,2023-12-20,21:00,RONDA 17,Strasbourg,Lille,9,4,4.227752639517346,3.593589743589744,2.0610294117647063,1.44,2.63,1.33,3.4,2.05,1.75,3.75,1.29,1.91,1.91,0.2365322868355333,0.2782732786300392,0.4851944345344273,0.32617715869604313,0.9878701391366391,1.7338565822333212,1.0,1.0,0.17,1.63,1.17,0.12,52.75,32.0,33.33,0.0,33.33,0.0,3.75,4.5,1.0,0.38,1.28,2.91,0.81,0.36,0.83,50.0,33.33,50.0,16.67,66.67,33.33,50.0,3.5,6.33,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1.17,1.33,0.33,0.2,0.18,0.18,54.0,43.25,83.33,0.0,50.0,0.0,5.0,5.83,1.17,0.14,1.14,2.95,0.82,0.34,0.88,66.67,16.67,33.33,16.67,83.33,33.33,66.67,5.17,4.0,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
FRANÇA - LIGA 1,2023-12-20,21:00,RONDA 17,Toulouse,Monaco,15,3,4.560222222222222,3.949384141647421,1.8957043879907622,1.3,3.4,1.2,4.5,1.62,2.25,2.63,1.5,1.62,2.2,0.21928755908581452,0.25320403489108717,0.5275084060230982,0.41399674617068455,0.9110667121485307,1.8357292529603817,1.5,1.17,0.83,0.3,1.5,0.18,45.0,50.2,0.0,33.33,0.0,33.33,3.47,5.0,1.17,0.4,2.19,3.71,0.39,0.45,0.36,50.0,50.0,50.0,16.67,100.0,50.0,83.33,4.0,5.83,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.67,2.17,0.67,0.14,0.12,0.12,27.0,22.8,16.67,50.0,0.0,50.0,2.92,6.33,1.0,0.13,0.31,4.88,0.89,0.58,0.86,83.33,66.67,16.67,16.67,83.33,66.67,66.67,7.17,4.17,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,20.0,0.0
ESPANHA - LALIGA,2023-12-20,19:00,RONDA 18,Barcelona,Almeria,3,20,1.2101176470588235,9.02280701754386,15.922600619195048,1.17,5.0,1.07,9.0,1.25,4.0,1.67,2.2,1.8,1.95,0.8263659342796034,0.11083025471514679,0.06280381100524984,1.0475327985912555,2.5899280575539567,0.2992416877308963,1.5,0.83,0.33,0.74,1.67,0.12,54.0,29.33,33.33,16.67,33.33,0.0,3.67,4.83,2.5,0.08,5.25,2.44,0.33,0.23,0.31,66.67,0.0,33.33,83.33,50.0,50.0,50.0,5.67,3.17,1.8,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.83,3.0,0.67,0.19,0.14,0.14,31.0,35.17,0.0,66.67,0.0,50.0,3.62,3.5,0.0,1.0,-5.78,5.6,1.01,0.52,0.9,83.33,66.67,16.67,0.0,83.33,83.33,66.67,5.0,7.67,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
ESPANHA - LALIGA,2023-12-20,21:30,RONDA 18,Ath. Bilbao,Las Palmas,5,9,1.48,5.285714285714286,7.4,1.33,3.25,1.25,4.0,1.75,2.05,3.0,1.4,2.0,1.75,0.6756756756756757,0.1891891891891892,0.13513513513513511,0.7292290574720022,2.2162162162162162,0.5945945945945945,2.33,1.33,1.0,0.23,2.0,0.2,28.8,35.75,16.67,33.33,16.67,16.67,2.6,6.0,1.83,0.17,4.0,3.97,0.62,0.38,0.72,83.33,33.33,16.67,50.0,100.0,83.33,50.0,6.33,3.67,1.8,0.09,0.0,0.0,10.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.67,1.17,0.33,0.2,0.13,0.13,34.0,73.5,50.0,33.33,50.0,33.33,2.0,3.0,1.0,0.31,-0.06,2.95,1.47,0.33,1.44,50.0,0.0,50.0,33.33,50.0,33.33,33.33,3.0,5.5,1.8,0.09,0.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0
ESPANHA - LALIGA,2023-12-20,21:30,RONDA 18,Villarreal,Celta Vigo,14,18,2.4999999999999996,3.7499999999999996,2.9999999999999996,1.36,3.0,1.29,3.75,1.9,2.0,3.2,1.36,1.7,2.05,0.4000000000000001,0.2666666666666667,0.33333333333333337,0.16329931618554525,1.4666666666666668,1.2666666666666666,1.67,2.17,0.5,0.77,2.17,0.08,60.17,34.5,50.0,0.0,50.0,0.0,2.83,4.33,0.67,0.91,-1.17,4.64,0.74,0.57,0.79,66.67,50.0,33.33,16.67,100.0,83.33,100.0,6.5,4.33,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.17,1.67,0.5,0.34,0.22,0.22,50.0,64.0,16.67,16.67,16.67,16.67,3.79,5.0,0.67,0.39,-1.0,6.71,1.19,0.57,0.96,50.0,16.67,50.0,16.67,66.67,50.0,66.67,4.0,5.67,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
BÉLGICA - PRIMEIRA LIGA,2023-12-20,18:30,RONDA 19,Cercle Brugge,Kortrijk,7,16,1.4420000000000002,5.301470588235294,8.48235294117647,1.29,3.5,1.17,5.0,1.57,2.35,2.38,1.53,1.91,1.91,0.6934812760055478,0.18862690707350901,0.11789181692094314,0.7688853049824573,2.2690707350901524,0.5423023578363384,1.5,1.33,0.5,0.33,1.5,0.08,35.0,36.75,66.67,0.0,50.0,0.0,3.21,5.17,2.0,0.11,2.56,2.74,0.79,0.31,0.89,66.67,33.33,33.33,66.67,100.0,50.0,33.33,6.83,3.33,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,1.67,0.33,0.2,0.12,0.12,48.33,41.2,33.33,33.33,33.33,33.33,3.22,4.17,0.67,0.33,-1.69,4.29,1.08,0.51,1.09,66.67,33.33,33.33,16.67,66.67,33.33,33.33,3.5,7.0,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
BÉLGICA - PRIMEIRA LIGA,2023-12-20,20:45,RONDA 19,KV Mechelen,St. Liege,11,9,2.6174242424242427,3.5255102040816326,2.9913419913419914,1.4,2.75,1.29,3.5,2.0,1.85,3.4,1.3,1.75,2.0,0.38205499276411,0.28364688856729375,0.3342981186685962,0.12054219637023908,1.4298118668596238,1.2865412445730824,1.17,0.83,0.33,0.88,1.17,0.22,61.75,37.33,16.67,33.33,16.67,33.33,3.19,3.5,1.67,0.22,2.39,4.94,1.42,0.55,1.4,50.0,33.33,50.0,50.0,50.0,33.33,16.67,4.83,5.17,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1.17,2.33,0.5,0.41,0.15,0.15,57.0,34.5,33.33,33.33,33.33,33.33,4.12,4.0,1.17,0.39,-1.56,3.29,0.85,0.43,0.86,100.0,50.0,0.0,33.33,100.0,66.67,66.67,4.67,5.5,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0
POLÓNIA - PRIMEIRA LIGA,2023-12-20,19:00,RONDA 2,Cracovia,Legia,16,5,3.64935064935065,3.5420168067226894,2.254010695187166,1.4,2.75,1.3,3.4,2.05,1.8,3.5,1.29,1.8,1.95,0.2740213523131672,0.2823250296559905,0.44365361803084213,0.23424553369690515,1.1043890865954922,1.613285883748517,1.33,2.5,0.17,1.38,2.33,0.15,61.25,21.4,33.33,16.67,33.33,0.0,3.19,5.0,0.5,0.91,-2.08,3.0,0.83,0.34,0.78,83.33,50.0,16.67,0.0,66.67,50.0,66.67,7.5,3.67,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.83,1.33,0.33,0.58,0.06,0.06,48.0,44.17,16.67,33.33,16.67,33.33,3.25,5.0,0.5,1.42,-0.03,2.0,0.78,0.24,0.81,66.67,33.33,33.33,0.0,66.67,33.33,66.67,4.67,3.17,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
ALEMANHA - 3. LIGA,2023-12-20,19:00,RONDA 20,Bielefeld,Dresden,13,2,3.475261324041812,3.801067073170732,2.226339285714286,1.33,3.25,1.22,4.0,1.7,2.1,2.63,1.44,1.62,2.2,0.2877481451774614,0.2630840184479647,0.44916783637457386,0.24757185451428695,1.1263284539803489,1.610587527571686,2.0,2.0,0.83,0.24,2.5,0.3,28.8,34.4,33.33,33.33,16.67,0.0,2.5,4.5,1.33,0.17,1.56,4.95,0.64,0.68,0.67,100.0,50.0,0.0,33.33,100.0,66.67,66.67,4.5,3.83,1.8,0.09,0.0,0.0,50.0,0.0,0.0,0.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,1.5,1.17,0.83,0.21,0.17,0.17,46.67,44.0,33.33,16.67,16.67,16.67,3.56,4.33,1.33,0.19,2.61,3.36,1.22,0.42,1.21,50.0,33.33,50.0,33.33,50.0,50.0,50.0,7.0,4.33,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0
ALEMANHA - 3. LIGA,2023-12-20,19:00,RONDA 20,Dortmund II,Munster,9,12,3.1561497326203205,3.7260101010101008,2.410947712418301,1.33,3.25,1.22,4.0,1.73,2.08,2.75,1.4,1.62,2.2,0.3168417485598103,0.26838359878007456,0.41477465266011515,0.18267289520261007,1.2189088444595053,1.5127075567604198,1.5,1.17,0.67,0.21,1.33,0.09,35.0,37.0,0.0,33.33,0.0,16.67,3.17,4.33,1.33,0.44,2.56,3.88,0.61,0.51,0.63,66.67,33.33,33.33,33.33,83.33,66.67,66.67,4.17,8.0,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.17,0.67,0.44,0.17,0.17,23.5,43.5,66.67,16.67,66.67,16.67,2.12,4.5,1.17,0.51,3.6,3.33,1.52,0.44,1.53,66.67,33.33,33.33,33.33,50.0,33.33,16.67,5.33,6.5,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0
ALEMANHA - 3. LIGA,2023-12-20,19:00,RONDA 20,Duisburg,Freiburg II,19,20,1.8957043879907622,3.949384141647421,4.560222222222222,1.4,2.75,1.3,3.4,2.03,1.83,3.5,1.29,1.91,1.8,0.5275084060230982,0.25320403489108717,0.21928755908581452,0.41399674617068455,1.8357292529603817,0.9110667121485307,0.67,0.83,0.0,1.0,1.33,0.18,82.5,52.33,33.33,33.33,33.33,16.67,4.5,4.33,1.17,0.12,0.22,1.86,0.74,0.24,0.74,16.67,0.0,83.33,33.33,33.33,33.33,33.33,6.5,2.83,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,40.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.83,1.5,0.67,0.25,0.15,0.15,29.25,18.25,33.33,16.67,16.67,16.67,2.25,2.33,1.0,0.27,-0.61,3.61,0.85,0.43,0.85,100.0,33.33,0.0,33.33,83.33,33.33,33.33,3.0,6.0,1.8,0.09,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
ALEMANHA - 3. LIGA,2023-12-20,19:00,RONDA 20,Mannheim,Munich 1860,17,15,2.8049019607843135,3.6261089987325725,2.7195817490494294,1.36,3.0,1.25,3.75,1.9,1.95,3.25,1.33,1.67,2.1,0.35651869975533035,0.27577770010485847,0.3677036001398113,0.12286001024908147,1.3453337993708494,1.3788885005242923,1.0,1.5,0.5,0.5,1.33,0.17,29.75,42.2,0.0,33.33,0.0,0.0,3.5,3.83,0.83,0.38,0.33,2.43,0.85,0.31,0.84,66.67,33.33,33.33,16.67,83.33,50.0,66.67,5.67,5.83,1.8,0.09,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,10.0,0.0,0.83,1.5,0.5,0.28,0.26,0.26,35.5,39.8,33.33,16.67,16.67,16.67,2.5,3.0,0.67,0.34,-1.06,2.67,0.76,0.35,0.77,83.33,33.33,16.67,16.67,83.33,50.0,50.0,5.17,4.67,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0
ALEMANHA - 3. LIGA,2023-12-20,19:00,RONDA 20,Verl,Viktoria Koln,5,14,2.0771428571428574,3.9945054945054954,3.728205128205129,1.29,3.5,1.17,5.0,1.57,2.35,2.38,1.53,1.53,2.38,0.4814305364511691,0.2503438789546079,0.26822558459422274,0.31492403872336855,1.6946354883081154,1.0550206327372762,2.33,1.33,1.5,0.18,1.5,0.19,17.2,29.5,0.0,16.67,0.0,0.0,2.23,6.0,1.83,0.16,4.31,5.08,0.5,0.66,0.49,83.33,66.67,16.67,50.0,83.33,83.33,66.67,3.5,5.5,1.8,0.09,0.0,0.0,30.0,0.0,0.0,0.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.83,2.33,1.0,0.13,0.17,0.17,40.67,37.83,16.67,33.33,16.67,33.33,3.06,4.83,0.5,0.66,-0.42,5.54,0.6,0.72,0.6,83.33,66.67,16.67,0.0,100.0,83.33,100.0,4.83,4.5,1.8,0.09,0.0,0.0,70.0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,10.0,0.0
